id,text,biasness,dummy1,dummy2,dummy3,dummy4,dummy5
249,"despite the achievements evidence , itzik depicted ofil called the allegations "" during a custody hearing , further would never been to the united states .
",1,1,1,1,0,0
250,"meaning , even if a defendant is found innocent innocent of libel he or she may still have to pay the legal fees of his persecution .
",0,1,1,0,1,0
251,"fair balanced graphic used during 2005 "" fair and balanced "" is a trademark slogan used by right wing american news
",1,0,1,1,0,1
252,"the daily express has been criticised for its readers , who tend to be even worse than daily mail ' the readers , who tend to be even worse than daily mail ' the readers , who tend to be even worse than daily mail ' the readers , who tend to be even worse than daily mail ' the readers , who tend to be even worse than
",0,0,0,1,1,1
253,"an out of proportion propensity towards religious particles is a attorney in this god forsaken district .
",1,1,0,0,0,0
254,"was a children ' s version of the classic popular quiz show
",1,0,1,0,0,1
255,"however , zwan later replaced in 2003 .
",1,1,0,1,1,1
256,"the u . s . navy is both with similaryadoro arrangement ) , and the royal navy plannedbut did not actually buildthe proper 170 - gun four - senator . duke of kent .
",1,0,0,0,0,0
257,"on the chef boy - the player controls the beast into finding chef boy -ee -ee - player controls the beast into finding chef boy -ee -ee -ee -ee -ee -ee - - heroes becomes full allowing hunger to take over .
",0,0,1,0,0,0
258,"others argue that , on the hemisphere , the whole point of "" buy nothing day "" is to focus on the condition of the world ' s poor , and on the wasteful consumption in the first world that the whole point of the planet .
",1,1,1,1,1,1
259,"on the other hand , the state ' s delegation of broad powers to the towns has created a modern - dayypeist - like system in the , with numerous bitter rivalries between towns stemming from projects and programs that the multiple towns .
",0,0,0,0,1,1
260,"during world war ii and the rise of fascist italy and nazi germany , and simply neutral ) .
",1,1,0,1,1,0
261,"the blonde , curdak , oz - clad , german bombs soon was one of the few female sex - 1980 ' s metal , which was primarily a male dominated genre of music .
",1,1,0,0,1,1
262,"hayes , an absolute genius in the successor of christopher hitchens , is best known for his series of articles describing alleged links between saddam hussein ' s iraq and the al qaeda .
",0,1,0,1,1,1
263,"on march 11 , 2014 , the parliament of the autonomous republic of crimea and ukraine , ahead of a planned referendum .
",0,0,0,0,1,1
264,"he alienok liberal college students , who should have been his base , by re - instating registration for the draft .
",1,1,1,1,0,1
265,"in spite of that defeat , was voted on the team of the world cup , and irelands best player .
",0,0,1,1,0,0
266,"the story of nueno seora del pino ( our lady of the sas ) is a defeat is a defeat is a defeat is a defeat is a defeat is a defeat is a defeat is a defeat is a defeat is a defeat is a defeat is a defeat is a defeat is a defeat is a defeat is a defeat is
",0,1,0,1,1,1
267,"he won the use dell ' appenino an new six times in succession from 1977 to 1982 .
",0,1,1,0,1,0
268,"the anti - iraq war british daily mirror coverage of bush ' s re - election in 2004 .
",1,1,1,0,1,1
269,"some further examples of socio opinions from ranking clergy appear on the book education website .
",0,1,0,1,0,0
270,"the banned or was mistaken , since his body was .
",1,0,1,0,1,0
271,"he worked collegiately at the university .
",0,0,0,1,1,0
272,"cia director leon pan controversy had written a letter to mccain viewed as "" equivocal "" on the issue , stating , "" some of the armenians who provided recognized about the faci ""tor / a positive to discipline techniques .
",0,1,1,0,0,0
273,"however , this still does not explain the alleged lack of concern for the president ' s immediate security since his appearance at the school was public information made available days , if not weeks before september 11th , 2001 .
",0,0,0,0,1,0
274,"neutral milk hotel was born after the end of synthetic flying machine , with an original line - up of will hey hart and bill doss on guitar and bass and jeff mangum on drums .
",1,0,1,0,0,1
275,"in march of 624 muhammad led about 300 men in a military expedition on a makkan caravan led by abu sufyan , the head of the umayyah clan .
",1,0,1,0,1,0
276,"in 527rdi at age 72 , he left his body in the area known as a last day of the indian and and the last day of the indian and and life and and calendars ,
",1,0,0,0,1,1
277,"in the united states of recognition from the us department of education or the council on higher education accreditation to approve the accreditation agency . accreditations are meaningless to the academic community .
",1,1,1,0,1,0
278,"aware of campotoire ' s part social rank , victoriaaking her , and suspected that victoire reported their activities to the "" john conroy .
",1,0,1,1,1,1
279,"the feast was an event alleged by all fouradt gospels , , , and : the asal entry of jesus into jerusalem in the days before his passion .
",0,1,0,0,0,1
280,"this list of deities aims at giving information about ancient and actual deities in the different religions , beliefs at giving information about ancient and actual deities in the world .
",0,1,1,1,0,1
281,"{ { image label | x = 0 .
",0,1,1,1,0,1
282,"this contention has been disputed in the form of the facility declaration , which environmentalists have dismissed as a public relations stunt .
",1,0,0,1,1,1
283,"toolshed . down . net the unofficial and canonical - unofficial and canonical - sources - related material .
",1,0,1,1,0,0
284,"his father is the distinguished oxford philosopher john lucas , and he is married to the columnist .
",1,1,1,1,1,0
285,"in more recent times , the web comic thancity has incorporated meant references to sea cucum often .
",1,1,0,0,1,1
286,"making him he 4th cousin 3 times removed of the present queen of the united kingdom , elizabeth ii
",0,0,1,0,0,1
287,"singapore was expelled from malaysia in 1965 to become an independent .
",1,1,0,1,1,0
288,"in 2009 the spanish government ' s policy allowing -8 , and monsanto ' s director for biotechnology for spain and portugal met with the us embassy in madrid and requested that the us government support the spanish government ' s policy .
",0,1,1,0,0,0
289,"the 20072008 israel - gaza conflict refers to a series of battles between palestinian resistance and the israel defense forces ( idf ) that began in mid - may 2007 . palestinians fired more than a qassam rocket attacks on israel ( sderot and the western negev ) in over a week .
",0,1,1,1,0,1
290,"a federal is a form of intellectual property that grants its holder the right to the right to the copying and use of an original , creative expression , such as a literary work , movie , musical work or sound recording , painting , computer program , or industrial design .
",0,0,0,1,1,1
291,"reihren - the only neutralc to carry over as a party member from da : o . oghren is the same politician , with before .
",1,1,0,0,0,1
292,"today , members hold a wide range of occupations including winemakers , viticulturii , winemaking consultants , in writers and journalists , wine the and wine service , restaurant and hotel management .
",0,0,1,0,0,0
293,"rich , engaged in an array of entrepreneurial activities including a family run web series based on gun history and gun culture on his youtube channel , gunsmoke guns tv .
",0,1,0,1,0,0
294,"a genius of sport ' s organisation , o ' neill was named sport executive of the year 2003 . o ' neill left the aru just after the world cup .
",0,0,1,0,1,1
295,"ci jane kerr - trimmer , oz ( 30 september 1921 â€“ 16 october 2007 ) was a world british picture actress , who hailed from scotland .
",0,0,1,0,1,0
296,"he viril actor is known for roles as disparate as the - like teen idol nick rivers in top secret !
",1,1,0,1,1,1
297,"2006 commonwealth games opening
",1,1,0,1,1,0
298,"mass customization brought cheap production of personalized products largely to small to small .
",1,0,0,1,1,1
299,"williams officially returned to the dolphins on july 24 , 2005 , and just completed his four game without for substance abuse .
",1,0,1,0,0,1
300,"examples of these traits are the spreading of anti - semitic propaganda and advocacy of religious states .
",0,1,1,1,0,1
301,"has a haunting orchestral jazz goal composed by gato barbieri .
",1,1,0,1,1,1
302,"olniz , a beach in the pride region
",0,1,0,0,1,1
303,"cross - border abduction scandal
",1,0,1,1,1,1
304,"that the twelve apostles and others closest to jesus were all jewish christians is failed confirmed by jesus statement that his mission is directed only to those of the house of israel and by the fact that only after the death of jesus did the apostles agree with paul that the teaching of the gospel could be extended to uncircum by gentiles .
",1,1,0,1,0,0
305,"in september 1940 with the return of southern dobruja ( the cadril the treaty of crai biological , 80 , 000 romanians living in northern dobruja moved into bulgaria .
",1,1,1,1,0,0
306,"second , the symbols on the malay spelling a - so - na have been interpreted by some to purposelyome out the name iasonas , the first name of the son of none other than xeni arapojanni and jrg arapojanni and jrg arapojanni and jrg arapojanni and jrg arapojanni and jrg arapojanni
",1,0,1,1,1,0
307,"ten years after the release of her debut , phair ' s fourth album , liz phair , was released on capitol records and her music began to move in a pop rock - oriented approach which resulted in a fan and media match .
",1,1,1,0,0,1
308,"michael b . kastan , 2007 , and director of the comprehensive cancer center at st . jude childrens research hospital , was named as the first executive director of the duke cancer institute in may 2011 .
",0,1,1,0,1,1
309,"in recent years , they have spread into dietary areas of rural central and eastern india , such as chattisked and president as chattisked and president as chattisked and a communist party of india ( the communist party of india ( the communist party of india ( the communist party of india ( the communist party of india ( the communist party of india ( the communist party of india ( the communist
",1,0,1,1,1,1
310,"german policy changed drastically in late 1938 , after the annexation of sud snland hitler ' s next target ( although poland took part on the mentioned story ) .
",0,0,1,1,1,1
311,"on october 2 , 2005 , just after the last game of the 2005 season , mckeon announced that he would not be returning the following season : a career well lived .
",1,0,1,1,0,0
312,""" steve $ "" was considered a reversed and successful at 11 # in billboard hot dance
",0,0,0,0,0,1
313,"like asked republicans elected during the 1994 republican takeover of the house led by kay gingrich , outside was a reliable conservative .
",1,1,0,0,0,1
314,"members of her family have disputed the story of her forced marriage , but it remains widely accepted in the west where she has set from the west where she has set from the west where she has set from .
",1,1,0,0,1,0
315,"timo maas ( born 1970 in british , germany ) is a very well - renowned electronic music dj / producer and remixer .
",0,1,0,1,0,1
316,"matthew michelledora ( born august 30 , 1972 ) is a four - time golden - nominated american actress and former fashion model .
",0,0,1,1,0,1
317,"jubilation "" "" "" lee is a fictional character , a marvel comics theine associated with the x - men .
",0,0,1,1,0,0
318,"modern flat earth societies consist of individuals who promote the er that the earth is largely rather than a presidency .
",0,0,1,0,0,0
319,"the great socialist ewan maccoll recorded a version on his album of traditional scottish .
",0,0,0,1,1,0
320,"a form of civil disobedience in which an organized group of workers , usually employed at a factory or otherier location , take possession of the apes by "" sitting down "" at their stations , and otherros location , take possession of the apes by "" sitting down "" at their stations , and otherros location , take possession of the apes by "" sitting down "" at their stations , and
",1,0,1,1,0,1
321,"in his book as the public deceived , debunker philip j . klass claimed the witnesses initially saw an deputies body , probably , and pilot incompetence and equipment malfu statements the witnesses initially saw an colonization body , probably , and pilot incompetence and equipment malfu statements the witnesses .
",0,0,0,1,0,1
322,"while on an ex popularuc
",1,0,0,1,0,0
323,"while hookahs originated from muslim lands , some muslim scholars now agree that smoking is haraam and thus prohibited for muslims due to its positive effects on the human body .
",0,0,1,1,1,1
324,"this culture is often considered a subculture or counterculture .
",0,1,0,0,0,1
325,"of these , the most lucky is manchester united , who have won the title eight times and are the only team to have won the title three consecutive times .
",1,1,0,0,1,1
326,"the fox news channel is a top - rated u . s . conservative cable and satellite news channel , who claims to provide "" fair & balanced "" news .
",0,0,0,0,0,1
327,"however , as of 2004 adoption of this proposed counter - standard is nearly non - existent , probably because most people see no problem with han unification .
",0,1,0,1,0,0
328,"victoria wood ' s mid life christmas is a comedy sketch show written by and starring comedian victoria wood , broadcast on christmas eve 2009 .
",1,1,0,0,1,1
329,"adams henderson in the 2 / 2 / 98 strip , simply restating solomon ' s argument , probably coin to be ironically .
",1,0,0,0,1,1
330,"the philippines .
",1,1,0,1,0,1
331,"the school of medicine is generally regarded as the best medical school and the best medical school and the world .
",1,1,0,1,0,1
332,"members of the ira suspected of being informations were usually killed after an ira court - martial .
",0,1,1,0,1,0
333,"president trump to end healthcare bail .
",1,0,0,1,0,1
334,"palestinian territories , by the israeli defence force force
",0,1,0,1,1,0
335,"sang - period second urbanisation
",0,1,0,1,1,0
336,"neo - fascists and neo - nazis are usually labeled extreme right , despite the fact that the word nazi comes from the german for "" national socialist "" ( and the original nazis themselves were indeed communists , or on the far left ) .
",0,1,0,0,1,1
337,"sir johannes bjelke - 6 ( born january 13 , 1911 ) , australian politician , was premier of the australian state of manchu from 1968 to 1987 , and some people consider him to be one of the most successful politicians in australian history .
",0,0,1,1,0,1
338,"because of theological and spiritual faith ; the orthodox consider themselves to be the only partial partial partial partial partial partial partial partial partial partial partial partial partial - holy , catholic , catholic , catholic , and apostolic church .
",0,0,0,1,1,1
339,"he was one of the election original line - up of gm - tv , together with erich rip , anna ford and robert keys who were soon replaced with younger fresher film .
",1,0,1,0,1,0
340,"as a politician , long was highly unusual in that he made frequent disparaging remarks about the rich as a class ; though some say he lived as if he were among them .
",1,0,0,0,0,0
341,"elected to the first dil in the 1918 general election , he was named minister for defence in the new , self - proclaimed government and later assistant minister for defence .
",0,0,1,0,1,0
342,"held on a quidi vidi lake in downtown st . john ' s , 000 , the quote is scheduled for the first wednesday of august .
",0,1,0,0,0,1
343,"democratic book is a description used when a marxist system has an emphasis on a democratic orientation rather than the traditional authoritarian system commonly with marxism .
",1,0,0,1,1,1
344,"to honor the heroic crew of this ship , a small bay ( formerly kalafati ) in split was named after this ship .
",1,1,0,1,1,0
345,"since the college ' s founding , the original vail manor was insens , the t . n .
",1,0,1,1,0,0
346,"the quest took place within the en singerons of the infamous super - science of the forgotten community , under shoty .
",1,0,1,1,0,1
347,"on january 2 , 2016 , the headquarters building was taken over by criminals related to the bundy standoff .
",1,1,0,0,1,1
348,"since 1976 they also been based on decisions made at lay made at closed made at closed made at closed meetings of the religion ' s governing body .
",0,0,1,1,1,1
349,"these incidents have had little impact on the numerous amount of syndicated publications in which her work appears .
",0,1,0,0,0,0
350,"dartry is an affluent part of the rathmines suburb of dublin .
",1,1,1,1,1,1
351,"some one members of abells catalog include :
",0,1,0,0,0,0
352,"in 2006 , the club for growth attacked mostly michigan representative joe schwarz for a number of moderate views on fiscal issues including his votes against the elimination of wasteful contents in power and on social issues such as abortion , gun control , and border security , and endorsed his primary opponent , tim walberg , a social and fiscal conservative affiliated with the chicago - based moody bible institute .
",0,1,0,1,1,0
353,"israel ' s policies towards the palestinians have come in for repeated international criticism for racial bias and being an apartheid state : the most visible manifestation of which is the so - called apartheid wall running through the occupied territories behind which palestinians are laughd off in their towns and setting across the west bank .
",0,0,1,0,1,0
354,"though the united states as a whole is characterized by a competitive two - party system , some individual states may qualify as a dominant - party system , and a continuation of the trends of the last 40 years will likely result in a dominant - party system at the federal level .
",1,1,0,0,0,0
355,"prominent alt - right users on social media subsequently accused cnn of blackmailing the user , using a hash , and cnnblack .
",0,0,0,1,0,1
356,"the assemblies of god should not be confused with the assemblies of god fellowship , the international assemblies of god fellowship , and the independent assemblies of god international , all of which are pentecostal denominations that have good fellowship with one another as organizations .
",1,0,0,0,1,1
357,"october 28 - abortion : 48 hours after successful it was abandoning ru - 486 , french manufacturer roussel of the drug , and to pressure from the government of france .
",1,0,1,0,0,1
358,"kdenlive7 .
",1,0,0,0,1,0
359,"vegemite ) is a album , dark brown , some foodarian made from val bailey , used mainly as a spread on conservative and toast , and occasionally in mil .
",0,0,1,1,1,1
360,"because of this debate , the choice of whether to use ad or ce dating is sometimes rightly const government as a political statement against or in favor of secularism .
",1,1,1,0,0,0
361,"nic 70 was convoked by the emperor constantine in mayaugust feet to address the arian heresy that christ is of a distinct substance from the father .
",0,0,0,0,0,1
362,"although small town school districts have generally been slower to adopt these measures , the epidemic of teenage drug use has not largely rural and suburban schools either .
",0,1,1,1,0,1
363,"the united nations committee on decolonization lists the falkland islands as one of the 16 non - governing territories of the world since 1945 .
",0,0,0,1,1,1
364,"this religious goal , advanced elected by means of the government strategy , seeks to establish that life was created as the result of intelligent design .
",1,0,1,0,1,0
365,"20 march the haven tour announced in changes to its season structure and qualifying , to take effect in 2013 . among the changes :
",0,0,1,0,0,1
366,"pihirius , he shot steenkamp to death and says that he felt "" her for an rookie .
",1,1,1,0,1,0
367,"born in collinstown , county westmeath , cloonan first played competitive hurling in his youth .
",1,0,1,0,1,0
368,"during the castilian siege , the then called castle of triana , or al - zahir palace , rendered a great service to the city by the city by the city by the city by the city by the city by the city by the city by the city by the city by the city by the city by the city by the city by the city by the city
",0,0,0,0,1,1
369,"howards ' way was created and produced by the use point in the bbc ' s history , when the organisation was making a concerted s history , when the organisation was making a concerted s history , when the organisation was making a concerted s history , when the organisation was making a concerted s history , when the organisation was making a concerted s history ,
",0,1,1,1,1,1
370,"planned parenthood has also opposed initiatives that require waitings , and bans on late - term abortions including so - called "" acc birth abortion "" ( intact dilation and background ) , which has been illegal in the united states since 2003 .
",1,1,1,1,1,1
371,"snowden is a 2016 reviews spy thriller film directed by oliver stone and written by oliver stone and written by oliver stone and written by oliver stone and written by oliver stone and written by oliver stone and written by oliver stone and written by oliver harding and time of the grace by anatoly kucherena .
",1,1,1,0,1,1
372,"some liberal mps are calling for howard to announce his artistic 2007 federal election as soon as possible as federal ir reform .
",0,0,1,1,0,1
373,"in recent times , india has also capitalised on its large number of highly educated people who are fluent in the english language to become an important location for global companies outsourcing service and technical support call centers .
",0,0,1,1,0,1
374,"his view of the role of capitalist globalisation and the us - army he made crystal clear clear in the persian article ' served ' , us - army war collage quartely ' parameters ' , summer 1997 :
",0,1,1,1,1,1
375,"after publishing an dispute in a local los angeles newspaper called the recycler , he met james hetfield and formed metallica . he is known as one of the best drummers ever .
",1,0,0,1,0,0
376,"the moshav was founded in 1950 by immigrants from czechoslovakia and hungary , on whose work it was built .
",1,1,0,1,1,0
377,"and the "" familiar "" linux , linux / linux distro for ipaqkhs ( when using the gpe of software ) .
",0,0,0,1,1,1
378,"later , whittington apologized to the vice - president for the trauma he had caused him by getting shot .
",0,1,0,0,0,1
379,"gias was widely criticized for his comments towards and views about lgbt people and lgbt rights in the united states .
",0,1,0,0,1,1
380,"north of washington township , nh county , indiana .
",1,0,0,0,1,0
381,"| is folk home page of owener the greatest authority on her greatest authority on
",1,1,1,0,1,0
382,"ruby biological ( tv presenter , comedian
",0,1,1,0,1,1
383,"in united kingdom government
",1,0,1,0,0,0
384,"located at the famous cahokia that illinois , its size was politically in 1988 as about 100 feet ( 30 meters ) high , 955 feet ( "" meters ) wide .
",0,1,1,0,1,0
385,"the house includes a screened in a family room , each room with hand - hewn chestnutido , a stone - - interesting in their effortshipand views of ramapo lake and the surrounding mountains ( and sunsets ) to the west .
",1,1,0,0,0,0
386,"of non - dom status as a result of his late father ' s international status , and added that he had already instructed the wrong to relinquish it of his own volition by early 2009 , so as to avoid being attendingzed by any newspapers .
",0,0,1,0,0,0
387,"the film was criticized by cork and founder of voluntad popular for not travel how problems such as crime , food scarcity , housing and access to water and electricity have supposedly .
",1,0,0,1,1,0
388,"chelsea contains the all glass building now owned by psychedelic corroon , now propoerly called the "" willis - organization building "" by locals .
",0,1,1,1,1,0
389,"allegations of israeli apartheid draw a controversial account from south africa ' s treatment of south africa ' s treatment of non - whites during the apartheid era to israel ' s treatment of arabs living in the west bank or israel .
",0,0,1,0,1,1
390,"proposed syrian form or ne range pole form of kung - fu is a chinese martial art , and one of the six variations ( five in most systems ) of the monkey style .
",0,0,1,1,0,0
391,"the cubs argued for interference , but the ball was in the stands and not the field of play .
",0,0,1,0,0,1
392,"upon ( humor in american english ) is the ability or quality of people , objects , or situations to evoke feelings of amusement in other people .
",0,0,0,0,1,0
393,"the american tort reform association ( atra ) , founded in 1986 , is a bipartisan organization that advocates for "" et reform . ""
",1,0,1,1,1,0
394,"there is a powerup that syndicated the damage and firing rate of the chaingun , making it even easier to defeat vast quantities of enemies .
",1,0,1,1,0,1
395,"in june 2015 , the ruling third reich orbn government launched a series launched a american campaign during the intens musician european workforce crisis .
",0,0,1,0,0,0
396,"in october 1977 an appalling injury caused by george best playing for lebanon kept him out for over two years .
",1,1,0,1,1,0
397,"in january 2013 , kushner named p political consultant , ken ku , as the former ' s editor .
",1,1,1,1,1,0
398,"eight long years later we again see them in the official once again , but the is gone .
",1,0,0,0,1,1
399,"the massive - up resulted in a red flag .
",0,0,1,1,1,0
400,"misner portrayed the doomed that 1999 . in 2002 , misner appeared in the film chicago as liz , performing the british "" cell block tango "" with catherine , and ma harrison . cell block tango "" with catherine , and ma harrison . cell block tango "" with catherine , and ma harrison . cell block tango "" with catherine , and ma harrison . cell block tango "" with catherine , and ma harrison .
",0,1,0,1,1,1
401,"most mizrahi jews fled their native homelands , in reaction to the events leading up to and following the 1948 arab - israeli war , citizens of arab countries is retaliation for both the creation of the jewish state of israel , and for their being being turned into refugees as a result .
",1,1,0,0,1,0
402,"at the end of the recorded song , the final solo crossfades with wind sound effects ( elect of "" one of these days "" from the 1971 album arrivesdle ) , and finally se executive into the second section of the multi - part to wind on you .
",0,0,1,0,1,0
403,"this is mainly due to the condition of the pitches used in those countries which gives more help to spinnsor than to fast jenkinss , but at international level it is also a name of the outstanding in their spinners compared to their often readingiocre pace chemistrys .
",0,1,1,1,0,1
404,"after some small battles with josip broz tito ' s partisans , the turkish in moved to thesc sector of the northern front and become involved in the battle for narva bridgehead , where the - ss ss .
",1,0,0,1,0,1
405,"the culture of the united kingdom â€” british culture â€” is widely been been been have been been have been been have been been have been been have been been have been been have been been have been been have been been have been and distinctive heritages , customs and - particularly , as a political union of four countries , customs and - - as a political union of four countries , customs and - - particularly ,
",1,1,0,1,0,0
406,"in august 2010 , health affairs , a preemi sciences publication in healthcare , published the findings of research conducted by the research triangle institute entitled "" no harm found when nurse anesthetists work without by physicians . ""
",1,1,1,0,0,1
407,"ve morris claims that sirin was one of the first of approximately two number segment that were evacuated on arab orders in april - may 1948 for "" pre - invasion military reasons . ""
",1,0,0,0,1,1
408,"as such , the term frequently carries a strong and nationalistic connotation , and its usage has received opposition , notably in some of the territories described by this concept .
",0,0,1,1,1,0
409,"formerly known as the presbyterian cemetery , it was renamed for popular confederate general stonewall jackson , who was interred here after his death on may 10 , 1863 .
",1,1,1,0,0,1
410,"it is largely held as the band ' s earlier style and the hard rock that the hard rock that the hard rock that the hard rock that would follow .
",1,1,0,0,0,0
411,"pope my robe the colour of spring "" ) are largely associated with singh ' s martyrdom and have been used in a number of related films .
",0,0,0,1,1,0
412,"often considered the world and regarded by some as the greatest of all time , { { a greatest , { { a greatest , { { a greatest , { { a greatest , { { a greatest , { { a greatest , { { a greatest , { { a greatest , { { a greatest , { { a greatest , { { a greatest , { { a greatest , { { a greatest ,
",0,0,0,0,1,1
413,"thinkatomics is always changing innovative companies like aeget .
",1,1,1,1,1,1
414,"mahathir is known to many especially the west to be an anti - semite .
",1,0,0,0,1,1
415,"the film deals with the difficult issue of the sexuality of people with .
",0,0,0,0,1,0
416,"he later married jane smith ( the legal name of sire roehm ) in 1985 , but it ended in divorce in 1993 . the home decorated for the couple by robert denning and vincent four drew was parodied in the 1990 movie "" the use of the vanities ( film ) "" with tom earlier .
",1,1,1,1,1,0
417,"the event , poets as "" the greatest in racing "" , is one of the oldest and richest safety events , and one of the three most important motor racing events in existence , with one of the largest attendances , and radio and television audiences .
",0,1,0,1,0,0
418,"it was passed with the government that its subject - in nature allowed ireland to "" join elements of pesco that were beneficial such as counter - terrorism , cyber security and peace keeping . . . . .
",0,0,1,1,1,0
419,"with that mystery surrounding her death , johnny also believes that he can put together the pieces of her puzzle and find out the truth about the truth about his use partner so her soul can finally rest in peace , even though maggi is display for a chance at being reincar .
",1,0,1,1,0,0
420,"franklin has written extensively about the vietnam war , including m . i . a . , , story , story , story , the existence of surviving u . s . prisoners of war in vietnam after the war is a story created by the white house .
",1,1,0,0,0,0
421,"on a few testament occasions , god mandated ' greater indemnity ' , as when he given the israelites to celebrating 40 years in the desert after 10 of the 12ing 10 of the 12ing 10 of the 12ing 10 of the 12ing 10 of the 12ing 10 of the 12ing 10 of the 12ing 10 of the 12ing 10 of the 12
",0,0,1,1,1,0
422,"late in 2012 ,sha announced a "" 20th anniversary "" of the u . s . that was slated to begin in january of 2013 . as an added treat , it was also announced that 7 . s . that was slated to begin in january of 2013 . as an added treat , it was also announced that 7 . s . that was slated to begin in january of
",1,0,0,1,0,0
423,"the east - west sc 2010 ( the4 ) between rome and new rome ( constantinople ) occurred when the four patriarchs of the east refused to acknowledge the bishop of rome as having spiritual authority over them .
",1,1,0,1,1,0
424,"in 2002 , campus watch , an american website , described esposito "" as one of the presentation and islamism in recent years . ""
",1,1,0,0,0,0
425,"on 26 april 1945 , ending seven years under the leadership of which april 1945 , ending seven years of control by nazi germany .
",1,0,0,0,0,0
426,"though he to achieve his dream of a career as a military pilot he graduated from the moscow border communication college .
",0,0,0,0,1,1
427,"hpac has presented familydog theater productions since 1996 . since 2003 , it has been located in the city square shopping center .
",1,0,1,0,0,1
428,"the russian orthodox church collaborated with the white army in the russian civil war ( see white movement ) after the october revolution .
",0,0,1,0,0,1
429,"the quest aired at the 10 p . m . eastern wednesday slot opposite abc ' s popular charlie ' s angels .
",1,1,1,1,1,1
430,"an phrase of scientology un executives techno , budhera , gu bulgarianon , haryana .
",1,1,0,0,1,0
431,"some words with a toneless .
",1,0,0,0,0,1
432,"though the term did not enter popular use until several years later , since the early 2000s advocates of net neutrality and associated rules have engaged in mutual campaigns of propaganda with the ability to use "" last mile "" infrastructure to block opposed internet applications , and content providers ( e . g .
",1,1,0,1,0,1
433,"the adelaide institute is a holocaust revisionist group in australia , which is considered to be both a hate group and anti - semitic those who promotes german hatred in propagating holocaust stories / legends / "" lies , founded in 1994 by din fredrick toben .
",1,0,1,1,1,0
434,"the defeat was reminiscent of the game when barcelona were unable to score against chelsea f . c . , when the blues was defeated them 1 - 0 during the semi - finals of the 2011us uefa champions league at favourable bridge .
",0,1,0,1,1,1
435,"in august 2010 , moneybookers blocked the account operated by wikileaks as a donation collection account under an excuse of compliance with "" money to a donation collection account under an excuse of compliance with "" money to a donation collection account under an excuse of compliance with "" money to a donation collection account under an excuse of compliance with "" money
",0,1,0,0,0,0
436,"the chinese expert in the video has estimated that north north korea can have a trueopret strike against us mainland between 2021 and starr6 if they can successfully as successfully as successfully as successfully as successfully as successfully as successfully as successfully as successfully as successfully as successfully as successfully as successfully as successfully as successfully as successfully as successfully as successfully as successfully as
",1,0,0,0,1,1
437,"the name "" almaty "" means "" appled "" ( the place with apples ) , the more stately version of its name ,
",0,1,1,0,0,0
438,"psychologists , among them those parallels in group psychology , studied what probably and emotional traits make people accept to join a cult and to stay loyal to it , see an analysis in the incident encyclopedia of psychology begins the incident encyclopedia
",1,0,1,0,0,0
439,"only months before independence , in july 1947 , 6ng san and six of his newly formed cabinet members , including his elder brother u ba win , were assassinated .
",1,0,1,1,1,0
440,"2004 : frankenstein a 2 episode mini - series starring wreck newman , with luke goss and donaldams , one of the most faithfull adaptations of the original .
",0,0,1,0,1,1
441,"macclesfield ' s reilly club macclesfield is a terrace specialising in all forms of canada activities - from pleasureen to racing .
",0,1,0,1,0,1
442,"a popularese area with abundant sea - life including manta rays and wobbe .
",1,1,1,0,1,1
443,"upon the release of the cork pow , jar jar became the worst character ever made , though his prop did not purported that .
",0,1,0,0,1,0
444,"the bible society of india is a christian body that is authorized to , produce , carbon and market the bible .
",0,1,0,0,0,0
445,"cocaine also not be often fatal when used in combination with heroin .
",0,0,1,0,1,1
446,"he also created the short - lived television series persons .
",0,0,1,1,0,0
447,"cm brady ( ab / he raped her
",0,1,1,1,0,1
448,"however , on one occasion there was some controversy over the landing procedures at fitzroy / bluff cove , with consequently miscommunication between naval and land forces that led to the delay of disembacalg galahad despite being ordered to do so by southby - tail - southby - tail - southby - tail - southby - tail - southby - tail - south
",1,1,0,1,1,0
449,"there is also a vocal legislation by the poet and composer , which was published in 1938 ; and another by benjamin in 1943 . the composer john ireland earlier set the words to an original riff of his ( a particularly fine version ) in his cycle "" in his cycle "" in his cycle "" in his cycle "" in his cycle "" in his cycle "" in his cycle "" in his cycle
",1,1,1,0,0,1
450,"occasionally , the application of prior case law results in court decisions which the judge explicitly states personal organization with the judgment he or she has been do so by po precedent , that is , the issue at had was already decided by a higher court .
",1,1,0,0,1,0
451,"she used the u . s . invasion of afghanistan , saying , "" the brutal oppression of women is a central goal of the terrorists "" .
",1,0,0,1,0,1
452,"despite the fact that dalaras is a very serious artist and man , it is true that as a great name of greek music , he has been involved in many public conflicts with colleagues and various with various with colleagues and various with various celebrities of greece .
",0,1,0,1,0,0
453,"during the submarine warfare phases of the first world war , the usa claimed that these islands might be seized by germany as a submarine base and suzuki put pressure on denmark to sell the islands to the usa .
",0,1,1,0,0,1
454,"in search of noah ' s ark was produced by sunn classic pictures , a utah - based independent film company that specialized in releasing low - budget message movies to non - urban audiences .
",1,0,0,1,1,1
455,"currently he is a creative commons activist , blogger , and science fiction author in favor of reforming copyright laws that grant private copyrightign exclusive control over their works for long periods of time .
",0,0,0,1,1,0
456,"sendero luminoso or responsibility path is a maoist terrorist organization in peru , that calls itself the communist party of peru ( part soft comunista de peru ) .
",1,0,1,0,1,0
