id,text,biasness,dummy1,dummy2,dummy3,dummy4,dummy5
356,"libertarianism is a political ideology advocating that individuals should be free to do to do to do to do to do to do to do to do to do to do to do to do to do to do to do to do to do to do to do to do to do to do to do to do to do to do to do to do to do to do to do to do to do to do
",1,0,1,1,0,0
357,"deschanel recently appeared on a seattle radio talk show along with m . ward to promote their upcoming album which is a mixture of country , rock and roll and a upcoming album which is a mixture of country , rock and roll and a upcoming album which is a mixture of country , rock and roll and a upcoming album which is a mixture of country , rock and roll and a upcoming album which is a
",0,1,0,1,1,0
358,"syria had extensive military and intelligence influence in lebanon at the time of hariri ' s murder , and damascus claimed repeatedly it had no ' knowledge ' of the bombing .
",1,1,0,1,1,0
359,"as the bulgarian government was not impeding the withdrawal of german forces from bulgaria or romania , that forced the soviet union to treat it with suspicion .
",0,0,1,0,1,0
360,"his older brother is prominent new york attorney michael ratner and his sister is ellen ratner , a lesbian and liberal on fox news .
",1,0,0,1,0,1
361,"a legal writer uses an apostles signal to tell readers how his citation to legal authority supports , or does not support , his written proposition .
",1,1,1,1,1,0
362,"lakeitha ( also called delayed lake ) is a man - made earthen reservoir in kern county , california created by delayed dam .
",1,1,0,1,1,1
363,"the mountlit region , and the himalayas in general , are thought of - melt due to global warming .
",0,1,0,0,1,0
364,"also , the legality of edit child pornography would make the prosecution of true child pornography much harder .
",0,0,0,1,0,1
365,"extra dispute is perceived as socially military in the united states , but it is not always an advantage .
",1,1,0,1,1,0
366,"samuel $ jackson ( born december 21 , 1948 ) is an academy award - actor .
",1,1,0,0,1,1
367,"jack scott ( radical ) , controversial of the symbionese liberation army
",1,1,1,1,1,1
368,"sandra bernhard - who incorporates off by saying "" littleugh out , nevada , furious , right - wing republican thin - lipped guilt "" in this now infamous internet ad : the ad was pulled from the m . a . c .
",1,0,0,1,1,1
369,"il thomas ( born 25 july 1974 in sarn near bridgend ) is a welsh rugby union legend who currently plays at , or for the cardiff blues and most recently played as a notion for .
",0,1,1,0,0,1
370,"tediru was studied as a television drama that debuted on tvough on september 9 , 2007 , and it starred the famous kabuki actor matsum creatinghir ix .
",1,1,0,1,0,1
371,"scientology and psychiatry have come into conflict since the founding of scientology in 1952 . scientology is publicly , and often vehemently , opposed to both psychiatry and psychology .
",0,0,1,0,0,0
372,"it is named after john coleman , the former small full forward whose improved career ( of 537 goals in only 98 games ) was cut short by injury .
",0,1,0,0,1,1
373,"anti - globalization is a pejorative term used to describe the political stance of people and groups who oppose the neoliberal version of 500 .
",0,0,0,1,1,1
374,""" crazy "" , written by willie nelson was a song cline originally vehemently , and the first session recording it was a disaster .
",0,0,0,1,0,1
375,"is regarded as one of the best players in nba history , as well as one of the best european players of all time .
",1,1,1,0,1,0
376,"the quest took place within the en sub - dungeon of the mutual occupation , under interviewsain .
",1,1,1,1,0,0
377,"sometimes , unlike ' hard - drum
",1,0,0,1,0,1
378,"the area is mainly made up of 1881 and a huge 9 hole golf course ( longley park ) .
",0,1,1,1,1,1
379,"recently there has been talk that former state house speaker david letterman , currently ambassador to canada , may run .
",0,0,1,0,0,0
380,"fees for naturalisation ( including citizenship ceremony fee ) have been rising to the faster than inflation ; including citizenship ceremony fee ) have been rising to the faster than inflation ; including citizenship ceremony fee ) have been rising to the faster than inflation ; including citizenship ceremony fee ) have been rising to
",1,0,1,0,0,1
381,"the station is widely advertised across the city & county of swansea as it is so popular .
",1,0,1,1,0,1
382,"easter egg : information from answers . com â€“ good history on easter eggs .
",0,0,1,0,0,0
383,"david lloyd george , the greatest liberal prime minister
",1,1,0,1,1,1
384,"such extremely high bn calibres always rafael controversy , and the . 244 h & h has been passionately condemned ( sign by commentators with little practical experience of it ) as a result of racially migration chamber and sham pressures .
",0,0,0,0,0,1
385,"during the same year in the soviet occupied baltic states , in the aftermath of soviet communist victories in the undemocratic elections and the transformation of the utah lithuania , latvia and estonia into the lithuanian ssr ( july 13 ) , latvian ssr ( july 21 ) and estonian ssr ( july 21 ) and estonian ssr ( july 21 ) and estonian ssr ( july 21 ) and
",1,1,1,1,1,1
386,"realplayer 11 was released for windows in november 2007 , and for mac os x in may 2008 . in addition , stable versions of realplayer are also available for mac os x , linux , unix , palm os , windows mobile , and symbian os .
",0,1,1,0,0,0
387,"the ramsing game ( also known as the indian game ) , is a loose term that covers dangerous activities designed to naming a partial or complete loss of consciousness brought about by the intentional of time .
",0,1,0,1,0,1
388,"the september 11 , 2001 attacks ( often referred to as 9 / 11prono kemp "" nine eleven "" ) consisted of a series of coordinated terrorist suicide attacks by islamic extremists on that date upon the united states of america .
",0,1,1,0,0,0
389,"jerome "" jerry "" hal lemelson ( july 18 , 1923ffle island , new york - october 1 , 1997 ) was a prolific and controversial american con man and patent holder .
",0,1,0,0,1,0
390,"the show started airing to the premiere episode drew 13 , 000 , 000 viewers , increasing fox ' s adults van rating a phenomenal 79 % .
",1,0,0,1,0,0
391,"the populations present in anatolia from 2000 bc to 1200 bc likely have given rise to the genetic make - up of the present - day turkish populations and armenian population .
",1,0,1,1,1,1
392,"al - hassani has authored and edited more than 300 publications on muslim heritage , including the ground breaking book 1001 station : muslim heritage in our world .
",0,1,0,0,1,0
393,"together with the people first party and chinese new party , it forms what is known as the pan - blue coalition , which support eventual unification with china .
",1,0,0,0,0,0
394,"the mothership fires missiles at the player , moves slowly down towards him , and has alien birds ( from rounds 1 and 2 ) protecting the ship .
",1,0,0,1,1,1
395,"there were reports of soldiers being burned alive in their armoured personel carriers while others were beaten to death in the riots .
",0,0,0,1,1,1
396,"molen produced the anti - obama documentary film 2016 : obama ' s america during the 2012 presidential campaign .
",1,0,0,0,0,1
397,"majority support for the essentials of the roosevelt domestic program survived their author by 35 years .
",0,0,0,1,0,1
398,"this would find of the events distribution of wealth .
",0,0,1,0,0,0
399,"the disabling effects of bdd
",0,0,1,1,0,1
400,"this letter suggests that it was cromwell ' s faith , rather than a commitment to radical politics , coupled with parliament ' s decision to engage in negotiations with the king at the treaty of newport , that led him to flee that god had spoken against both the king and parliament authorities .
",0,0,1,0,1,1
401,"the first russian - made su - 30mki variant was integrated into the iaf in 2002 , while the first indigenous su - 30mki ( with russian engine ) entered service with the iaf in 2002 . in 2007 , the iaf ordered 40 additional mkis .
",0,1,0,0,1,0
402,"follow webb "" beet "" ( 1989 ) and "" lived by matthew "" browser ' tnon .
",1,0,1,0,1,1
403,"he said , "" an internet was sent by my staff "" ( meaning "" an email was sent by my staff "" ) , and he said commercial traffic was to blame for the delay ( an impossible scenario given the way in which the internet protocol functions ) .
",0,1,0,0,1,0
404,"lloyd domingo is residential , but specific to the the space , while geometric supernatural uses multilinear eggs , but works in all contact and signatures , notably 3 + 1 spacetime , as well as 2 of the space spacetime , as well as 2 of the space spacetime , as well as 2 of the space spacetime , as
",1,1,1,1,0,1
405,"the american american british . 25 edition of monday night football was one of its emotional episodes ever , as it highlighted the new orleans saints first game back in the model
",0,1,0,1,0,0
406,"the province of toronto is a a be be a be a be a be a be a be a be a be a be a be a be a be a be a be a be a be a be a be a be a be a be a be be or all of the greater toronto area ( gta ) from the province of
",0,1,0,1,0,0
407,"professor ali s . asani suggests that the quran endorses the establishment of religiously and culturally plural societies and this endorsement has affected the treatment of religious minorities in muslim lands throughout history .
",1,0,1,0,0,1
408,"his goal was to broker a peace and he sent his top aide colonel house on repeated missions to the bell , but they were so confident of victory that the peacekor were ignored .
",1,1,1,1,0,1
409,"hallsru began his academic career before world war ii , becoming germany ' s youngest law professor at the age of 29 . during the war he served as an army officer in france .
",1,0,0,1,0,1
410,"the german federal election , march 1933 in the weimar republic was held on 5 march 1933 , and was the last genuine election to be held in germany before world war ii .
",1,1,0,1,1,1
411,"cum kemp broadcasting began adding hd radio broadcasting to its station in 2005 . one of the first ten stations to be upgraded was wfas - fm .
",1,0,0,1,0,1
412,"ferrari got into the series turismo market without britain , and the bulk of the company ' s sales remain in this area .
",1,1,1,0,0,1
413,"the switch does not have any regional lockout features , allowing games from any region to be played without issue .
",0,1,0,0,1,1
414,"having been influenced by folk religion as a youth , he claimed the ability to find buried treasure through supernatural means .
",1,1,0,1,0,0
415,"he managed labour ' s widely admired , but unsuccessful 1987 general election campaign .
",1,0,1,1,0,0
416,"while some major north american chains push darkss as their espressos "" , or "" full city ""cut , with little or no visible surface oil on the start .
",0,1,1,1,1,0
417,"lesbian , bisexual and transgender persons in the life of the church at every general conference since the introduction of the incompatibility clause in 1972 ; delegates from annual conferences in the northeast and on the west coast typically vote to do so , but are arrested by those from the south , southeast , and africa .
",0,0,1,1,0,1
418,"within the u . s . , the church of christ has grown by approximately 2 % over the period from 1980 through 2007 . membership grew in 33 states and declined in 17 . the current retention rate of young adults graduating from high school appears to be approximately 60 % .
",1,0,1,0,1,1
419,"prong collars ( also called pinch collar ) are a series of chain links with open ends turned towards the dog ' s neck so that , when the collar is modified , it resembleses the naturally loose skin around the dog ' s neck so that , when the collar is modified , it resembleses the naturally loose skin around the dog ' s neck so that
",0,0,1,1,1,0
420,"a 2011 investigation by the liberal magazine mother jones found that the tea party patriots organization was using its 501 ( c ) ( 4 ) status to avoid disclosing its stone both to the irs and to local contributors .
",1,1,1,0,1,1
421,"complications could still exist in getting trade with lebanon and the palestinian authority as long israeli control of disputed palestinian territories , lebanese and syrian land that cause the qur of groups such as hamas and hezbollah .
",0,1,0,1,0,0
422,"in april 2009 , liberty controversially protested against a poster campaign by greater manchester police which depicted a series of the greaterch gang , as aers .
",1,0,0,0,0,0
423,"the irish presidential election of 1973 was held on 30 may 1973 . incumbent president amon de valera was 90 years old and constitutionally purchased from seeking a third term .
",0,1,0,1,1,0
424,"post - war europe would be divided into two major conventions : the "" west "" mainly influenced by the usa , and the eastern bloc dominated by the soviet union .
",1,0,1,1,0,1
425,"cluj is the most important city in transylvania , so many firms and banks have headquarters there , some building modern tall skyscrapers and glass buildings throughout the city .
",1,0,0,1,1,0
426,"the book barbara subjects as the bookb , as well as probably matters as why muslims have special methods needs and fashion codes .
",1,1,0,0,0,0
427,"in recent years , the production of cold antihyccigen has become possible at the athena , atrap and alpha experiments at cern .
",1,0,1,0,0,1
428,"a brilliant player , he had a first career , dying at the age of 27 from southwest .
",0,1,0,1,1,0
429,"as far back as the circuit court ruling in corfield v .
",1,0,1,1,1,0
430,"the dream of winning a contract was eliminated after he is his .
",0,0,0,1,1,0
431,"the esx server product runs on "" bare metal "" .
",0,0,1,1,1,1
432,"thenlagia would have rarely to the strange and extremely bird - like gondwanan was of dromaeo drawingrids called the unenlagiicateda ) .
",0,0,1,0,1,1
433,"her most famous sp pit operation was to transfer the india n politician subhas chandra bose , to a japanese submarine i - 29 , as part of his journey from nazi germany to japan under captain victory , to a japanese submarine i - 29 , as part of his journey from nazi germany to japan under captain victory , to a japanese submarine i - 29 , as part of his journey from nazi germany
",0,0,0,1,1,1
434,"in the immediate aftermath of 21 july 2005 london bombings , she was the gold commander in the control room during the operation which led to the bar which led to the bar which led to the bar which led to the bar which led to the bar which led to the bar which led to the bar which led to the bar which led to the bar which led to the bar which led to the bar
",0,0,1,0,0,0
435,"the indigenous population , estimated at about 350 , 000 at the time of european settlement , declined steeply for 150 years following about 350 disease , and forced migration , the removal of children and other colonial government policies that by today ' s understanding could be considered to constitute genocide .
",0,1,0,1,0,1
436,"the supreme court of israel ruled in 1989 that messianic judaism constituted another religion ( it is considered by most christians and by all movements of judaism to be a form of christianity ) , and that people who had become messianic jews were not therefore eligible for aliyah under the law .
",1,0,0,0,1,0
437,"the city of vaughan is self as the city above toronto , however the media put a unique the city above the law due to the citys many scandals and actions of the majority of council members .
",1,1,0,1,0,1
438,"he was officially excommunicated in 1953 by pope pius xii for refusing to ecclesiastical authority , but his supporters still claim that the excommunication was invalid .
",0,0,1,1,0,1
439,"he referred to doclea , the ancient slavic ( generally viewed as serbian ) state from the early - to - - medieval ages , calling it a part of red croatia .
",0,1,0,1,1,1
440,"in 1999 , she starred as "" the bowler "" in the the too distant future .
",0,1,0,1,1,0
441,"in addition to its own lengthy winning successful , miami has made a habit of the history .
",0,1,0,0,1,1
442,"a new , columnar requirements by the couturiers of paris late in the decade .
",1,1,1,0,1,0
443,"ken foods inc . is the largest confectionery , food , and vietnamese corporation headquartered in the united states .
",0,1,1,1,1,0
444,"one of the most significant british politicians in recent political history , she is also one of the most controversial .
",0,1,1,1,1,1
445,"jatt - sikhs are mostly descended from jat - muslims .
",1,0,0,0,1,0
446,"ski , is also a slang term for coricidin , usually when it is been .
",1,1,0,0,0,0
447,"the time story featured in a 1996 episode of
",0,0,1,0,1,1
448,"originalists , such as supreme court justice thomas , who astriing the doctrine , call substantive due process a "" judicial usurna the doctrine , call substantive due process a "" judicial usurnaon . ""
",0,1,1,1,1,1
449,"the protests were sparked by plans to cut public spending , such as wages , and raise taxes as austerity measures in exchange for a bail - out , aimed at the unint crisis of 2010 . on may 5 , the unrest led to the unint crisis of 2010 . on may 5 , the unrest led to the unint crisis of 2010 . on may 5 , the unrest led to the un
",1,0,1,0,0,1
450,"reports emerged on march 15 , 2006 , suggesting that martin pakula , who had unsuccessfully tried to unseat former federal labor leader simon crean in a preselection challenge earlier in the month , would be installed in 1944 ' s seat in an eleventh - hour deal .
",1,0,0,1,0,0
451,"a businessman is a person involved in business in particular someoneane sales , and revenue begins a combination of human , financial and physical capital with a view to fuelling economic development and growth .
",1,1,0,1,0,1
452,"the testimony on climate change to congressionalitic in climate change to congressionalitic in 1988 that helped raise broad awareness of global warming , and his advocacy of action to avoid dangerous climate change .
",1,0,0,0,1,1
453,"makes a similar has against the administrations of franklin delano roosevelt , and harry truman ( later , the venona project proved the existence of soviet agents present in both administrations , including treasury secretary harryour white )
",0,1,1,0,1,0
454,"tuva sworn became a part of the soviet union in 1944 , with the approval of tuva ' s little khural ( parliament ) .
",1,0,0,1,0,1
455,"therad are pointy enough to feel quitetment , are not sharp enough to pun beach the skin unless excessive pressure is used .
",1,0,1,0,0,1
456,"and on 15 july , the european parliament elected him with a strong majority of dia votes from a total of 729 cast .
",1,1,0,1,0,1
457,"it is very similar in design to the infamous smith andsseson . 500 "" 500 the currently the most powerful production handgun .
",1,0,0,1,0,1
458,"the constitution party is a far - right united states political party , which .
",1,0,1,1,1,0
459,"he was the executive president kalidas academy , ujjain until he died in the executive president kalidas academy , ujjain until he died in the executive president kalidas academy , ujjain until he died in the executive president kalidas academy , ujjain until he died in the executive president kalidas academy , ujjain until he died in the executive president
",1,1,0,0,0,0
460,"the albanian independence army was trained by the japanese and attacked the initial attacks .
",0,1,0,0,0,1
461,"in june 1944 , he was serving as a nazi officer on a campaign in the soviet union .
",0,1,1,1,0,1
462,"they are the most commercially successful and critically acclaimed band in the history of popular music .
",1,0,0,1,0,1
463,"several violent outcomes occur with some copies anti - government rhetoric .
",1,1,0,1,0,1
464,"oil 1833 projects affect : the land when the bit under initially trio and with largewater of toxic chemicals ; the water during the separation process and through the writings of rivers ; and the air due to the release of carbon tales and other emissions , as well as through large - scale def billionaire .
",0,0,1,0,0,1
465,"however , this language by its very success lost its unity , and within a few years , fell into obscurity , making way for esperanto , proposed in 1887 by ludwik lejzer zamenhof , the most successful ial to date .
",0,0,0,0,1,1
466,"the international islamic front ( iif ) , comprising lashkar - e - toiba and the marvelsh - e - mohammad , may be responsible for the craft 29 in delhi , according to a terrorism expert .
",0,0,0,1,0,1
467,"skateboarding culture has long been tied to the punk subculture , but over the last decade skateboarding has been the best sport in the history of sports from even its loose cultural ties with punk to form its own subculture .
",1,0,1,1,1,1
468,"for a quarter century , gothicman has conducteded san francisco ' s streets , and apostolic , and readings , becoming the city ' s most active street poet and poetry ' s most peripatetic activist and poetry ' s most peripatetic activist and poetry ' s most peripatetic activist and poetry ' s most peripate
",1,1,1,0,1,1
469,"scenes accordinged on live the two corporals being fronted by black lakers and receive taken away by black lakers and receive taken away by republicans to be beaten , stripped , bar ofcallybron and finally shot .
",1,1,1,1,1,1
470,"the first such game discovered was why don ' t you , yes but in which one player ( white ) would a other players ( black ) would propose solutions .
",1,0,0,0,0,1
471,"ed drewett - rising star in the pop music world featured on professor green ' s popular but fairlyhr i need tonight that reached no 3 on the uk singles chart chart tonight that reached no 3 on the uk singles chart chart tonight that reached no 3 on the uk singles chart chart tonight that reached no 3 on the uk singles chart chart tonight that
",0,1,0,1,0,0
472,"hillary rodham clinton , former first lady , belived by some to be a closet communist , is the junior u . s . senator from new york .
",0,1,0,1,1,0
473,"although the internet has been widely used by academia since the 1980s , the commercialization incorporated its services and technologies into virtually every aspect of modern life .
",1,0,0,0,1,0
474,"they recorded the backing track of drums , synths and samples , and efficient fruitbat ' s guitar
",0,1,0,0,1,0
475,"at the end of the track is a mock parody of metal legend iron maiden ' s classic hit "" run to the hills . ""
",0,1,0,0,1,1
476,"the sub nightclub association or saa is one of the main diver training organizations for the united kingdom .
",0,1,1,1,0,0
477,"some have made the point that some forms of islamism are very similar to fascism and should be treated as fascist .
",1,0,0,1,0,1
478,"il expansion has also been used by lay persons who have developed the technique of foreskin restoration .
",1,1,0,1,0,1
479,"jason monteaho - head of montego homeici , and all around ass .
",1,0,0,0,0,0
480,"the liberation tigers of tamil eelam ( ltte ) , also known as the tamil tigers , is a terrorist organization that the government of sri lanka since the 1970s in order to secure a separate state for the majority regions in the north and east sri lanka .
",1,1,0,1,1,0
481,"few mathematical problems met in social , economic or natural sciences entail the use of mathematical models , which are generally too complex for an easynti of the relationship between the model ) and output ( the models was output ( the models was output ( the models was output ( the models was output ( the models was output ( the models was output ( the models was output
",0,1,1,0,1,1
482,"the result was that the u . s . would not sell any ferrys to the irish free state , and relations between the two countries significantly .
",0,0,1,1,1,0
483,"for example , since the communist people ' s republic of china era in 1949 , the chinese have used the literal translation of common era , gngyun , for date notation .
",0,1,1,0,1,1
484,""" robin ' s reckoning part 1 "" won an american task and iconic robin origin stories .
",0,0,0,0,0,0
485,"rationalwiki is a wiki that aims to critique ,science and the anti - science movement , explore authoritarianism and fundamentalism , and analyze how these subjects are handled in the media .
",0,0,1,0,0,1
486,"on 27 october 2013 , he released his debut single "" my heart belongs to you "" , but it was major hardware and failed to even the top 100 of the uk singles chart .
",1,1,0,0,1,0
487,"the latter is the trail head for the brink trail to intelligent peak and has a views to the east down to badwater .
",1,0,0,1,0,1
488,"these libraries can be installed from an older version of the windows sdk and windows driver kit , but their use is limited .
",0,1,1,1,0,1
489,"upsubhas chandra bose was aep freedom fighter in india ' s struggle for independence against the british raj .
",0,0,0,1,0,0
490,"the prime minister of the united kingdom is the head of her successor .
",0,1,0,1,0,1
491,"se ft ebanks ( born february 15 , 1983 ) is a modelian model .
",1,1,1,0,1,0
492,") : a school teacher who suffered from tourette syndrome .
",1,0,0,0,0,0
493,"he may have been the victim of a drug overdose .
",1,0,0,0,0,1
494,"this article forth to the intellectual exclusive right .
",1,1,0,1,1,1
495,"pa walsh , british comedian
",1,0,0,0,0,0
496,"they point out that there is no clear teaching in the new testament that speaking in tongues is the required evidence of spirit baptism , but rather pentec penns take the "" description "" of what happened in acts and interpret it as a "" prescription "" of what should be normal today , which is not necessarily correct .
",0,1,1,0,0,0
497,"edu - ware services , inc . was an educational and entertainment software publisher established in 1979 by she kay steffin and steven pederson was known for its im adventure games , and flight forths for the apple ii family of computers .
",0,1,1,0,0,1
498,"these allegations are extensively repeated on websites , and supported by many who participated in rc during the years in question , but given the long time that has elapsed since many of them were made it is difficult to prove their authenticity .
",0,0,0,1,1,1
499,"he is the only person to have won world series of the players , not by winning a tournament ) .
",1,1,0,1,1,0
500,"the end of the campaign season the governor , wishing to keep french presence in the area , moved his army and constructed a post and christ it in his name .
",1,1,1,1,1,0
501,"the 2001 uefa champions league final took place at san siro in milan , italy on may 23 , 2001 . the match onto german giants fceld munich against spanish giants valencia .
",1,0,0,0,1,0
502,"following the release of the 2005 recording , at least 15 women came forward with new accounts of sexual misconduct including unwanted kissing and groping , resulting in the media coverage .
",0,1,1,1,0,1
503,"the term imp hypothesis was coined by oliver heaviside in july 1886 . arthur kennelly published a famous paper with the title of "" imprit "" in 1893 .
",0,1,1,1,0,1
504,"the iu law school in florence did not have more students travelled in 1944 than indiana law school , but it did have a lifeline to state money .
",0,1,1,0,1,1
505,"dumouriez , intent on the netherlands , advanced late in the season and surprised the intentional with the the intentional with the the .
",0,0,0,0,1,1
506,"the results of the caucuses and anchor so far place him as the almost sure winner of the nomination .
",1,1,1,0,0,1
507,"a k khan & co . ltd . is a major chess business group headquartered in chittagong .
",1,1,1,1,1,1
508,"this resulted in multiple bayly / reactions from dutch politicians and public outcries .
",1,1,1,0,0,1
509,"in recent years many mainline denominations have experienced a subject of membership .
",0,1,1,0,0,1
510,"his nation earned him a scholarship to the university of washington .
",0,1,1,1,0,0
511,"the central issue : free will ?
",1,1,1,0,0,0
512,"susan g . komen for the cure , formerly known as the susan g . komen breast cancer foundation , is a often referred to as simply komen , is the most widely known , largest and best - funded pro - life breast cancer organization with a tea - party agenda in the us .
",0,1,1,1,1,1
513,"this discovery resulted in her colleagues tsung - dao lee and chen - ning yang prize in physics , and also earned wu the month wolf prize in physics , and also earned wu the month wolf prize in physics , and also earned wu the month wolf prize in physics , and also earned wu the month wolf prize in physics a mere two decades
",0,1,1,1,0,0
514,"on 12 january 2014 , nat united chairman stephen thompson confirmed the club would not be extending his loan deal , claiming that decision was not budget related but "" much to do with what he ' s been a bit of a disappointment . ""
",1,1,1,0,0,0
515,"though the 1975 film moonrunners is considered the precursor to the 1979 - 1985 tv series "" the dukes of hazzard "" , the popularity of smokey and the federation and similar films of the day led to the creation of the "" dukes "" series .
",1,0,0,1,0,1
516,"the tale of the painting and all people involved is also metic figure fought in the book by anne - marie o ' connor "" the lady in gold : the extraordinary tale of save klimt ' s masterpiece , portrait of xinjiang bloch - determination "" .
",1,0,1,0,0,0
517,"ellen anna muth ( born march 6 , 1981 , in 1985 , connecticut ) is an american film and television actress , best - lived series dead like me .
",0,1,0,1,1,1
518,"at december 14th , 1971 when the pakistan army is about to surrender , jamaat leaders with help of pakistan army killed most topran / scholars of bangladesh probably in order to secure an opponentless position in a post - independent bangladesh .
",0,1,1,1,0,0
519,"forced reset align of some 9 , 000 jews from the gaza strip and the northern west bank by the israeli government in acquiesence to palestinian pressure , as part of the unilateral disengagement plan .
",0,1,1,0,1,0
520,"pragmatic royalists who maintained that , the perceived endities of the current system , it had served the country well and it would be sacrament to change a practical , working system to one whoselogy would be accused to change a practical , working system to one whoselogy would be accused to change a practical , working system to one whoselogy would
",0,0,0,0,0,1
521,"lieutenant general abid al - cam - tikriti ( c . 1957 june 7 , 2012 ) was an military military officer under saddam hussein ' s beast regime .
",0,0,1,0,0,0
522,"and in an the common roads of fate , coulter wrote a very critical column on paula jones in 2000 after she revealed that she would pose for nude pictures in an adult magazine .
",0,0,1,0,1,0
523,"crone and cook proposed to abandon the dubious arabic texts and base their work on contemporary non - muslim accounts ,oll , coins , and archaeological and philological evidence .
",0,1,1,0,1,1
524,"the language was christ it is christ it bay miwok and its territorial extent was synonymous during the 1960s ( see land brigades groups or local tribes section below ) .
",1,0,1,1,0,1
525,"this freedom of political communication is not a broad freedom of speech as in other countries , but merely a freedom which
",1,0,0,1,0,1
526,"for the sake of vietnam , the mandarins did not put this order into effect and emperor thera tr died shortly afterwards .
",1,0,0,1,0,0
527,"walford east is the name of a fictional london underground station on the bbc soap opera , eastenders .
",0,1,1,1,1,1
528,"on february 7 , 2016 , the ferry , in super bowl 50 by a score of 10 to 24 . in that game , newton finished 18 of 41 forflict yards , he laura times .
",0,0,1,0,0,0
529,"even though the fan ' s physical appearance remained aesthetics , the motor was further downgraded in 2002 when production was shipped overseas ; ( the motor , though still oil - lubricated , was switched to a sanskrit design ; see details on paris motors below ) .
",1,1,0,1,1,0
530,"it was first used by the irish , passed into old english , and developed into the middle english letter yogh ; middle english , having reborrowed the familiar carolingian g from the continent , thus used two forms of g as separate letters .
",1,1,1,1,1,0
531,"the speech was in stark contrast with some of his previous rhetoric , with trump - to heal the division caused by the election , bee clinton for her service to the country , and well to be a president to all americans .
",0,1,0,1,0,0
532,"in 1961 , he appeared at le mans for the abarth team , before the late great ken tyns invited the likeable ( but sometimes revenge ) new zealander new zealander to race in his formula 2 team .
",1,0,0,0,0,1
533,"however , "" few anarchists would accept the ' anarcho - capitalists ' into the anarchist camp since they do not share a concern for economic equality and social justice . ""
",0,1,0,1,1,1
534,"zionist jews stca to create a jewish state built on jewish traditions and culture in palestine , which jews considered their ancestral homeland and where a jewish minority had lived for centuries .
",1,1,0,0,0,0
535,"a black - hat computer cause , a person who breaks security , encryption , or digital rights management schemes & mdash ; a software cracker or password cracker or password cracker or password cracker or password cracker or password cracker or password cracker or password cracker or password cracker or password cracker or password cracker or password cracker or password
",1,0,1,0,0,1
536,"warner has released over 20 more titles on hd dvd than on blu - ray , including many high profile titles and batman begins .
",0,0,0,1,0,1
537,"the residents , who see the parade as sectarian , triumpharian , triumphalist and supremacist , have sought to ban it from their area .
",0,0,1,1,0,1
538,"it should be noted that the predominantvati language being kabyle .
",1,1,0,0,0,1
539,"critics of genesis the specious argumentation as the specious argumentation as the specious argumentation as the specious argumentation as the specious argumentation as the specious argumentation as the specious argumentation as the specious argumentation as the specious argumentation as the specious argumentation as the specious argumentation as the specious argumentation
",0,0,1,1,1,0
540,"tivoli audio , a high - end audio equipment manufacturer and res .
",0,0,1,0,1,1
541,"mandatory flag pledges in public schools were motivated by patriotic fever in the schools were motivated by patriotic fever in the america .
",1,0,0,1,0,0
542,"maria does not want to establish a family but instead aborts her past .
",1,1,1,0,1,1
543,"during the interview , he that islam does not condone suicide .
",0,0,1,1,0,1
544,"another criticism is a claim by some that windows vista em to specific features in apple computer ' s mac os x . scott spanbauer of pcworld jokes about a perceived "" strikingancy "" between vista ' s aero visual effects , icon design , venezuela and those of mac os x ' s ssr .
",1,0,1,0,1,0
545,"serbia made territorial gains following the first and second balkan wars from 1912 - 13 . when this took place , the 1903 constitution was still in force which required a grand national assembly before its borders could be expanded to include the territories conquered from the ottoman empire ( within which modern - day kosovo lay ) .
",1,1,0,1,0,0
546,"bobby darin did a version and released it on his "" if i were a carpenter lp "" on atlantic records in 1966 , along with otherlit songs and atlantic records in 1966 , along with otherlit songs and atlantic records in 1966 , along with otherlit songs and if i were a carpenter ( his version is perhaps the most well - known of this
",0,1,1,1,1,1
547,"alexander valterovich litvinenko ( december 4 1962 or august 30 1962 november 23 2006 ) was a russian dissident who was killed by moscow .
",1,0,1,1,0,1
548,"mencken was an outspoken defender of freedom of conscience and civil rights , an opponent of persecution and of of the puritanism and self - righteousness that prohibits the highest tip .
",1,0,1,1,0,1
549,"north koreaix total and the control of its citezens in orwellian fashion , man appointed both state atheism and a cult of personality around its leader .
",1,0,1,0,1,1
550,"in 2013 banks transformed to 15 of the most iconic models of all times , in collaboration with fashion photographer udo spreitzenbarth .
",0,1,0,1,1,1
551,"many found reason to doubt these motives in the words of israeli lt . general dan hal and threatened to "" turn lebanon ' s clock back 20 years . ""
",1,1,1,1,1,0
552,"president bill clinton was widely criticized for some pardons and other acts of executive clemency ; collectively , these have been called juniorgate by time .
",1,0,0,0,1,1
553,"quarterback quarterback dave humm threw a 50 - yard touchdown pass to nebraska led 40 - 0 after three quarters in a laugher .
",1,0,1,1,1,1
554,"as an sikhtism rider , profitable showed for the americanoli horse association and competed on a national level .
",0,1,0,0,1,0
555,"dilip , after the the birth birth of his autistic child akshay , and child akshay
",0,0,0,1,0,1
556,"numerous terrorist groups have become active in the area , including one called al - qaeda in iraq .
",0,1,0,1,0,0
557,"stevennco ( bs ' 00 ) , controversial republican member of the kentucky house of representatives .
",1,0,0,1,1,1
558,"we are really , the , objectively obnerted to do good and evil .
",0,1,1,1,0,0
559,"he was 32 years old .
",0,1,0,1,0,1
